latency,retransmission,bandwidth,label
0.000747,10,2387666,wireless
0.000894,61,2266212,wireless
0.001864,103,2417456,wireless
0.009633,106,1498992,wireless
0.000147,8,2193426,wireless
0.002350,85,2359661,wireless
0.008448,113,2080961,wireless
0.004832,46,2171072,wireless
0.011448,291,1940783,wireless
0.000810,1,1613964,wireless
0.000048,20,2798820,wireless
0.001866,240,2325738,wireless
0.005172,120,2452468,wireless
0.000902,140,2692618,wireless
0.008261,319,1955506,wireless
0.006265,250,2118750,wireless
0.002768,125,2018992,wireless
0.000445,0,1945339,wireless
0.000148,0,1764966,wireless
0.000137,1,1971131,wireless
0.000043,0,1929018,wireless
0.000047,1,1953564,wireless
0.000042,0,1883076,wireless
0.000044,0,2190815,wireless
0.000043,0,2306274,wireless
0.001568,9,2285010,wireless
0.000373,1,2179392,wireless
0.000556,33,1989887,wireless
0.002503,193,1963860,wireless
0.001288,298,2673745,wireless
0.007418,143,2672298,wireless
0.001418,271,2228616,wireless
0.007365,380,1955216,wireless
0.004724,303,2315628,wireless
0.002476,164,2428260,wireless
0.001564,61,2270002,wireless
0.010393,238,1862500,wireless
0.007118,447,1820627,wireless
0.000044,0,2266686,wireless
0.000045,0,2249184,wireless
0.000039,0,2243148,wireless
0.000038,0,2204652,wireless
0.000044,0,2235030,wireless
0.000045,0,2295606,wireless
0.000032,0,2488632,wireless
0.000038,0,2940078,wireless
0.001470,238,2084446,wireless
0.004171,228,2221115,wireless
0.001533,1,1847336,wireless
0.008404,394,1784490,wireless
0.003340,219,1459416,wireless
0.003228,176,2098841,wireless
0.003112,107,1958362,wireless
0.006342,219,2588588,wireless
0.003189,98,2230526,wireless
0.001690,200,2103603,wireless
0.000115,1,2533910,wireless
0.002035,196,1827358,wireless
0.003362,154,2414467,wireless
0.003786,163,2439164,wireless
0.004585,389,2170610,wireless
0.000130,0,1840374,wireless
0.003705,129,2025022,wireless
0.000333,291,2159254,wireless
0.001955,73,1617698,wireless
0.004757,327,2331690,wireless
0.000171,0,1997370,wireless
0.000906,0,1981472,wireless
0.001893,1,1906056,wireless
0.000045,0,1939547,wireless
0.000044,0,2027364,wireless
0.000043,0,1995192,wireless
0.000141,0,1973656,wireless
0.007180,154,1527042,wireless
0.001345,123,2034506,wireless
0.003819,184,2039352,wireless
0.001737,20,1513422,wireless
0.001622,157,2161906,wireless
0.002261,189,1429628,wireless
0.001275,194,1700952,wireless
0.001581,284,1694964,wireless
0.003410,182,2088837,wireless
0.000120,0,2333934,wireless
0.001822,92,2447558,wireless
0.003205,159,2017150,wireless
0.000924,225,2546272,wireless
0.000986,113,2200290,wireless
0.008935,250,2120494,wireless
0.000429,110,2296954,wireless
0.004186,195,2038142,wireless
0.002191,142,2084686,wireless
0.001000,30,2283608,wireless
0.001214,136,2091290,wireless
0.003984,227,1686508,wireless
0.000250,76,1897326,wireless
0.000101,0,2208248,wireless
0.002029,90,1674406,wireless
0.002838,231,2018160,wireless
0.000043,0,2432154,wireless
0.000081,25,2220372,wireless
0.000076,28,2460426,wireless
0.000160,0,1615866,wireless
0.000040,0,2673468,wireless
0.001601,225,2234396,wireless
0.001120,91,2783254,wireless
0.003539,44,2656630,wireless
0.007078,260,2339378,wireless
0.005430,151,2171552,wireless
0.004836,27,2708906,wireless
0.004343,191,2216064,wireless
0.009168,221,2508178,wireless
0.012916,128,2594010,wireless
0.009452,355,2172194,wireless
0.003608,91,1823014,wireless
0.000041,0,2875818,wireless
0.000031,0,2890932,wireless
0.009802,182,1793338,wireless
0.001694,272,1623386,wireless
0.002379,304,2173592,wireless
0.000964,55,2105136,wireless
0.000054,1,2345598,wireless
0.000265,9,2182122,wireless
0.001372,152,2506110,wireless
0.002003,123,2214282,wireless
0.001452,93,2615796,wireless
0.004007,129,2348525,wireless
0.001631,162,2629419,wireless
0.002003,183,2247088,wireless
0.015468,193,2241656,wireless
0.000049,23,37020,wireless
0.004973,382,1938811,wireless
0.004847,122,1882612,wireless
0.002436,110,2176644,wireless
0.000934,27,2255216,wireless
0.001303,155,2067070,wireless
0.001102,68,2624600,wireless
0.002597,52,2069180,wireless
0.000766,135,2319105,wireless
0.000913,53,2249374,wireless
0.002423,112,2421504,wireless
0.008264,115,1307016,wireless
0.000397,105,2422213,wireless
0.010270,187,2171244,wireless
0.000041,0,2661666,wireless
0.001198,33,2076162,wireless
0.006033,240,2002674,wireless
0.005083,176,2021228,wireless
0.006166,302,1999110,wireless
0.008017,38,2557996,wireless
0.016381,209,1599782,wireless
0.004032,317,2211516,wireless
0.002101,146,1782894,wireless
0.000034,0,2636496,wireless
0.000036,0,2594508,wireless
0.001510,39,2699322,wireless
0.001229,175,2197191,wireless
0.000048,1,2325006,wireless
0.005188,91,2386070,wireless
0.002619,192,1738984,wireless
0.000035,1,2345562,wireless
0.000591,55,2139964,wireless
0.000263,58,2577632,wireless
0.000643,19,2568754,wireless
0.009869,185,1893290,wireless
0.000200,25,1810998,wireless
0.002438,208,1405108,wireless
0.000382,155,2381860,wireless
0.018938,118,1706410,wireless
0.001449,273,2336788,wireless
0.003617,79,2297350,wireless
0.005392,126,1937133,wireless
0.002252,48,2221873,wireless
0.000685,109,2386076,wireless
0.002817,144,2084985,wireless
0.002350,103,2067320,wireless
0.010258,80,1604468,wireless
0.003486,213,2074842,wireless
0.000115,0,2207799,wireless
0.000945,113,1976924,wireless
0.002955,64,2345642,wireless
0.001824,135,2117420,wireless
0.004507,179,1904975,wireless
0.001112,102,1945936,wireless
0.003304,74,2383550,wireless
0.005065,110,2296266,wireless
0.004060,84,2286186,wireless
0.000867,128,2427494,wireless
0.000042,24,1421046,wireless
0.011316,239,1704418,wireless
0.003279,210,2175570,wireless
0.000722,57,2455170,wireless
0.000859,59,2245522,wireless
0.003331,78,2407420,wireless
0.001616,96,2378996,wireless
0.002209,183,2345620,wireless
0.000454,1,2453579,wireless
0.000574,91,2221712,wireless
0.002359,226,2225626,wireless
0.003904,133,2421048,wireless
0.002042,143,1814944,wireless
0.003413,167,2267622,wireless
0.005569,397,1604124,wireless
0.001713,83,2093772,wireless
0.003035,164,2455812,wireless
0.000043,0,2647086,wireless
0.000105,0,2448776,wireless
0.000874,144,2622824,wireless
0.003006,213,2092922,wireless
0.000033,1,2498010,wireless
0.002776,126,1723010,wireless
0.007995,126,1878808,wireless
0.003392,110,1731491,wireless
0.006257,220,2036626,wireless
0.011841,87,1995534,wireless
0.010224,57,2090599,wireless
0.003028,121,2335276,wireless
0.002394,62,2378648,wireless
0.000823,82,1974344,wireless
0.003028,107,1845340,wireless
0.000509,158,1545168,wireless
0.000041,0,2131838,wireless
0.002821,174,1879626,wireless
0.004709,270,2227876,wireless
0.003520,330,1991174,wireless
0.002854,219,1975286,wireless
0.000699,111,2656754,wireless
0.000041,0,2468982,wireless
0.003527,212,2420420,wireless
0.001410,42,2669380,wireless
0.013583,298,2185006,wireless
0.002872,123,1363116,wireless
0.005966,391,1808764,wireless
0.008923,153,2060142,wireless
0.000042,0,528420,wireless
